txn_id,customer_id,txn_type,amount,txn_time,status
T05474,C0290,Withdrawal,43893.08,2025-03-02 19:14:39,Success
T05475,C0074,Withdrawal,64376.39,2024-11-19 02:10:12,Success
T05476,C0342,Withdrawal,66820.65,2024-09-30 03:48:23,Success
T05477,C0374,Deposit,29444.79,2024-12-10 00:45:49,Success
T05478,C0075,Deposit,67065.82,2024-09-22 12:57:42,Success
T05479,C0019,Deposit,58433.89,2024-07-01 22:36:00,Success
T05480,C0215,Purchase,11305.0,2024-08-13 23:46:04,Success
T05481,C0332,Deposit,77403.16,2025-01-27 09:33:59,Success
T05482,C0344,Withdrawal,74650.71,2025-01-29 06:47:52,Failed
T05483,C0483,Deposit,46819.03,2025-04-13 08:45:55,Success
T05484,C0228,Deposit,64416.54,2024-08-10 21:17:05,Success
T05485,C0034,Transfer,92256.11,2024-08-25 08:48:14,Success
T05486,C0183,Withdrawal,56054.53,2024-12-28 12:15:47,Failed
T05487,C0176,Withdrawal,31561.91,2024-09-01 03:22:41,Success
T05488,C0163,Withdrawal,86019.73,2024-11-11 02:54:23,Success
T05489,C0411,Deposit,46458.46,2024-12-14 04:13:37,Success
T05490,C0160,Withdrawal,98185.17,2024-10-25 06:18:26,Success
T05491,C0291,Withdrawal,53610.0,2025-01-31 04:28:46,Success
T05492,C0097,Transfer,48364.59,2025-02-07 13:41:50,Failed
T05493,C0005,Withdrawal,59545.33,2024-12-24 21:04:55,Success
T05494,C0273,Deposit,84281.24,2025-03-10 19:53:17,Success
T05495,C0305,Purchase,87369.53,2024-08-09 11:57:52,Success
T05496,C0002,Withdrawal,6222.79,2024-12-22 14:38:46,Success
T05497,C0141,Purchase,50434.39,2024-07-17 11:19:33,Success
T05498,C0154,Deposit,23162.8,2024-08-13 07:23:25,Failed
T05499,C0194,Transfer,2827.36,2024-09-15 02:16:20,Success
T05500,C0048,Deposit,53808.04,2024-11-11 10:07:00,Success
T05501,C0484,Deposit,29233.94,2025-05-05 09:28:37,Success
T05502,C0274,Withdrawal,99269.96,2024-10-21 22:24:27,Success
T05503,C0203,Purchase,17247.59,2024-11-06 10:37:04,Success
T05504,C0377,Deposit,11866.73,2025-02-11 12:59:15,Failed
T05505,C0397,Online Fraud,81551.87,2024-07-24 01:31:44,Failed
T05506,C0083,Purchase,40875.41,2024-09-01 16:29:41,Success
T05507,C0041,Transfer,48405.3,2024-08-23 05:40:33,Success
T05508,C0087,Deposit,85336.27,2024-10-23 20:06:56,Success
T05509,C0071,Deposit,84995.05,2024-12-06 00:22:36,Success
T05510,C0262,Purchase,99915.49,2024-12-09 15:11:48,Success
T05511,C0253,Online Fraud,42509.32,2025-02-07 15:17:47,Failed
T05512,C0119,Purchase,55763.23,2024-06-13 19:57:04,Success
T05513,C0389,Withdrawal,34276.8,2025-02-13 09:54:42,Success
T05514,C0411,Withdrawal,56597.79,2024-07-30 19:21:05,Failed
T05515,C0450,Withdrawal,82609.38,2025-03-05 01:36:52,Success
T05516,C0182,Withdrawal,68454.82,2024-10-31 14:31:49,Failed
T05517,C0246,Deposit,45172.08,2024-06-27 10:47:15,Success
T05518,C0466,Purchase,98516.69,2024-07-31 19:02:37,Success
T05519,C0377,Online Fraud,41206.04,2025-03-20 16:05:11,Failed
T05520,C0084,Withdrawal,43219.24,2025-05-14 18:49:31,Success
T05521,C0375,Withdrawal,97575.11,2024-10-20 16:30:17,Success
T05522,C0277,Deposit,60043.94,2024-05-31 09:40:15,Success
T05523,C0220,Withdrawal,64936.79,2025-03-24 00:44:11,Success
T05524,C0386,Withdrawal,55575.71,2025-02-03 13:24:30,Success
T05525,C0155,Purchase,1046.48,2024-05-26 23:22:37,Success
T05526,C0448,Deposit,59892.42,2024-08-30 23:56:49,Success
T05527,C0475,Withdrawal,56434.21,2024-11-30 12:10:48,Success
T05528,C0170,Withdrawal,35448.11,2025-02-06 06:10:53,Success
T05529,C0462,Deposit,6268.26,2025-02-18 18:07:20,Success
T05530,C0375,Withdrawal,91313.86,2025-05-20 13:39:05,Success
T05531,C0359,Withdrawal,7784.46,2024-06-30 08:02:36,Success
T05532,C0259,Deposit,9974.66,2024-06-24 10:32:40,Success
T05533,C0261,Purchase,60738.72,2024-11-02 01:59:17,Success
T05534,C0331,Withdrawal,90428.31,2024-10-19 20:45:55,Success
T05535,C0358,Online Fraud,64702.56,2025-02-08 09:53:25,Failed
T05536,C0214,Purchase,71297.31,2024-11-28 14:32:50,Success
T05537,C0043,Deposit,42761.62,2024-08-06 07:19:39,Failed
T05538,C0314,Withdrawal,46662.43,2025-01-02 15:47:00,Success
T05539,C0464,Purchase,59620.42,2024-10-01 14:25:26,Failed
T05540,C0155,Purchase,19317.06,2025-05-21 23:01:05,Success
T05541,C0457,Deposit,13247.43,2024-10-20 01:01:58,Success
T05542,C0427,Deposit,10358.57,2024-07-31 11:51:15,Success
T05543,C0078,Deposit,30539.16,2024-09-07 17:23:43,Failed
T05544,C0408,Withdrawal,64806.92,2025-03-30 09:59:30,Success
T05545,C0443,Withdrawal,52804.14,2024-06-15 14:46:05,Success
T05546,C0202,Transfer,67652.52,2024-06-28 12:40:12,Success
T05547,C0327,Withdrawal,39343.46,2024-11-10 23:04:24,Failed
T05548,C0243,Withdrawal,25456.1,2024-11-22 04:49:53,Success
T05549,C0123,Purchase,48762.07,2025-02-12 02:24:01,Success
T05550,C0397,Deposit,50817.2,2024-08-06 09:38:20,Success
T05551,C0323,Deposit,11703.2,2024-06-14 06:15:03,Success
T05552,C0025,Withdrawal,217.02,2024-09-12 08:46:36,Success
T05553,C0040,Transfer,1540.13,2024-11-23 03:27:00,Success
T05554,C0098,Purchase,34259.24,2024-06-07 03:07:20,Success
T05555,C0426,Deposit,85635.43,2025-03-03 08:04:57,Success
T05556,C0044,Withdrawal,82356.42,2024-09-14 11:51:25,Success
T05557,C0335,Deposit,86029.41,2024-12-03 23:29:59,Success
T05558,C0138,Purchase,13179.02,2024-09-11 06:17:37,Success
T05559,C0370,Deposit,13152.65,2024-05-25 17:37:02,Success
T05560,C0135,Deposit,22261.29,2025-04-09 18:23:48,Success
T05561,C0063,Purchase,67227.49,2024-12-01 12:01:23,Success
T05562,C0031,Withdrawal,4512.75,2024-10-29 22:44:46,Success
T05563,C0066,Withdrawal,39445.65,2024-06-07 13:52:26,Success
T05564,C0321,Purchase,32552.84,2025-02-04 18:49:35,Success
T05565,C0319,Withdrawal,42253.71,2025-05-08 16:58:21,Success
T05566,C0399,Deposit,78333.94,2025-01-08 20:47:06,Success
T05567,C0291,Withdrawal,66047.79,2024-05-30 18:19:28,Success
T05568,C0037,Deposit,84969.12,2024-10-25 21:25:11,Success
T05569,C0316,Transfer,78983.55,2025-05-03 00:56:06,Success
T05570,C0313,Withdrawal,2508.34,2025-01-03 04:08:41,Failed
T05571,C0295,Withdrawal,60661.59,2024-12-17 17:07:13,Success
T05572,C0180,Deposit,73233.82,2024-09-11 12:18:23,Success
T05573,C0309,Deposit,65552.18,2025-05-10 17:59:22,Success
T05574,C0394,Withdrawal,2574.75,2025-04-13 16:34:07,Success
T05575,C0301,Deposit,84894.67,2024-07-05 17:31:17,Success
T05576,C0300,Online Fraud,19016.78,2024-08-12 21:20:05,Failed
T05577,C0258,Transfer,79136.21,2024-06-15 21:40:57,Success
T05578,C0069,Withdrawal,52623.95,2025-03-15 16:03:06,Success
T05579,C0017,Deposit,23376.65,2024-11-16 02:39:51,Failed
T05580,C0493,Deposit,28778.23,2024-06-22 18:06:00,Success
T05581,C0054,Transfer,62118.36,2025-05-12 19:00:22,Failed
T05582,C0097,Deposit,31811.06,2025-01-20 12:24:59,Failed
T05583,C0376,Deposit,21580.73,2025-05-12 13:45:25,Success
T05584,C0410,Deposit,87840.7,2025-01-29 21:47:28,Success
T05585,C0275,Withdrawal,42791.01,2024-07-25 06:05:02,Success
T05586,C0062,Withdrawal,42937.53,2024-12-07 22:32:06,Failed
T05587,C0405,Withdrawal,86541.21,2025-01-25 13:04:02,Success
T05588,C0161,Deposit,77253.81,2024-12-05 20:52:53,Success
T05589,C0482,Online Fraud,86838.78,2024-10-02 18:52:02,Failed
T05590,C0462,Purchase,23942.13,2024-06-21 15:02:20,Success
T05591,C0433,Deposit,38612.93,2024-06-09 19:55:12,Success
T05592,C0288,Deposit,82077.05,2024-12-01 05:10:45,Success
T05593,C0375,Deposit,12107.0,2025-01-19 19:46:17,Success
T05594,C0165,Deposit,34836.51,2024-07-16 11:25:28,Success
T05595,C0199,Deposit,78105.23,2024-09-15 06:12:15,Success
T05596,C0125,Withdrawal,73847.29,2025-04-18 04:00:36,Failed
T05597,C0335,Withdrawal,14348.72,2024-08-05 01:51:19,Success
T05598,C0010,Deposit,28099.73,2025-04-24 16:36:36,Success
T05599,C0325,Withdrawal,26457.25,2025-02-17 17:33:09,Success
T05600,C0127,Transfer,85556.95,2025-02-26 02:48:44,Failed
T05601,C0125,Deposit,74379.84,2024-10-11 08:21:10,Success
T05602,C0471,Withdrawal,43431.55,2024-07-28 22:08:20,Success
T05603,C0267,Withdrawal,9221.99,2025-05-16 22:07:46,Success
T05604,C0488,Deposit,17588.21,2024-08-20 16:58:27,Success
T05605,C0245,Withdrawal,63818.27,2024-12-30 11:23:08,Success
T05606,C0392,Purchase,85097.89,2024-10-06 09:23:02,Success
T05607,C0283,Transfer,12427.4,2024-10-08 01:29:47,Success
T05608,C0118,Transfer,88052.43,2024-10-14 23:30:16,Failed
T05609,C0436,Transfer,82149.73,2024-09-21 03:25:04,Success
T05610,C0029,Purchase,6459.4,2025-01-09 04:31:22,Failed
T05611,C0278,Deposit,41229.25,2025-01-17 20:55:29,Success
T05612,C0302,Withdrawal,62037.5,2024-07-18 09:16:05,Success
T05613,C0221,Withdrawal,54726.0,2024-11-12 01:38:11,Failed
T05614,C0081,Deposit,72007.49,2024-06-16 07:21:39,Success
T05615,C0404,Deposit,67558.75,2025-04-18 05:32:21,Failed
T05616,C0420,Deposit,42223.14,2025-01-24 02:59:11,Success
T05617,C0434,Deposit,31482.06,2024-10-06 21:46:19,Success
T05618,C0063,Deposit,80886.22,2024-06-19 22:08:42,Success
T05619,C0202,Withdrawal,30750.83,2025-02-06 07:39:03,Success
T05620,C0125,Online Fraud,74208.7,2024-07-13 12:05:07,Failed
T05621,C0419,Deposit,6621.33,2024-11-07 23:30:54,Success
T05622,C0491,Withdrawal,30931.3,2024-10-22 17:53:00,Success
T05623,C0218,Deposit,39570.87,2024-11-12 22:11:49,Success
T05624,C0344,Withdrawal,57150.74,2025-03-22 02:18:59,Success
T05625,C0250,Withdrawal,41912.03,2025-01-29 01:49:33,Success
T05626,C0433,Transfer,22475.02,2025-05-05 18:54:29,Success
T05627,C0031,Withdrawal,36012.76,2024-08-01 20:31:02,Success
T05628,C0303,Withdrawal,84788.83,2025-02-27 06:31:18,Failed
T05629,C0286,Purchase,89026.43,2024-07-11 16:04:58,Success
T05630,C0445,Withdrawal,77737.83,2024-07-15 16:00:28,Success
T05631,C0450,Deposit,47717.9,2025-03-05 03:08:45,Success
T05632,C0340,Purchase,10300.43,2024-11-02 13:59:11,Failed
T05633,C0038,Withdrawal,16327.76,2024-11-20 23:40:10,Success
T05634,C0441,Withdrawal,14712.52,2025-01-01 06:57:50,Success
T05635,C0470,Transfer,21270.06,2025-03-14 19:22:53,Success
T05636,C0300,Withdrawal,26304.41,2024-10-19 12:50:16,Success
T05637,C0247,Online Fraud,38397.09,2024-12-12 13:08:17,Failed
T05638,C0223,Withdrawal,76478.46,2025-03-14 13:04:31,Success
T05639,C0279,Deposit,53165.02,2024-06-26 04:12:54,Success
T05640,C0453,Deposit,66157.58,2025-01-31 11:27:47,Success
T05641,C0085,Withdrawal,31583.61,2024-12-31 10:57:06,Success
T05642,C0039,Online Fraud,55513.14,2025-01-22 15:34:21,Failed
T05643,C0464,Transfer,55765.16,2025-04-13 22:50:50,Success
T05644,C0020,Deposit,8781.89,2024-08-12 09:11:55,Success
T05645,C0047,Purchase,45195.02,2025-05-04 11:55:51,Success
T05646,C0051,Deposit,32809.96,2024-06-23 16:52:25,Success
T05647,C0110,Withdrawal,55721.26,2024-07-01 08:50:50,Success
T05648,C0128,Deposit,91108.88,2025-04-07 00:08:05,Success
T05649,C0409,Withdrawal,82979.84,2024-06-29 00:28:03,Success
T05650,C0229,Purchase,39379.47,2024-10-20 16:46:48,Success
T05651,C0344,Withdrawal,41372.77,2025-05-12 10:09:34,Success
T05652,C0182,Deposit,82081.92,2025-03-22 10:47:00,Failed
T05653,C0268,Withdrawal,88739.37,2024-10-17 08:19:07,Success
T05654,C0285,Deposit,9793.95,2025-03-15 17:56:38,Success
T05655,C0406,Purchase,24035.72,2024-08-11 13:28:33,Failed
T05656,C0458,Online Fraud,47225.0,2025-02-01 19:01:09,Failed
T05657,C0030,Withdrawal,41047.32,2024-06-13 08:56:53,Failed
T05658,C0426,Deposit,80646.14,2025-05-08 07:41:21,Failed
T05659,C0182,Withdrawal,89319.19,2025-03-07 03:54:12,Success
T05660,C0405,Deposit,66994.28,2025-05-10 15:55:09,Success
T05661,C0157,Deposit,85987.16,2025-04-14 17:02:50,Success
T05662,C0090,Withdrawal,99149.32,2024-07-25 00:30:27,Success
T05663,C0060,Transfer,83248.15,2024-11-18 08:59:25,Success
T05664,C0328,Withdrawal,46661.06,2024-10-13 15:22:07,Success
T05665,C0073,Transfer,74980.2,2024-07-04 21:23:26,Failed
T05666,C0258,Deposit,14142.66,2024-08-08 16:48:54,Success
T05667,C0355,Deposit,12241.93,2024-07-15 16:03:18,Success
T05668,C0158,Withdrawal,44493.81,2024-11-17 01:16:18,Success
T05669,C0221,Deposit,30648.19,2025-03-05 23:52:34,Success
T05670,C0148,Withdrawal,48154.9,2024-07-06 10:50:42,Success
T05671,C0175,Transfer,88834.47,2024-11-11 23:05:44,Success
T05672,C0490,Online Fraud,61060.79,2024-12-25 21:47:38,Failed
T05673,C0103,Purchase,71760.05,2024-10-14 18:10:50,Success
T05674,C0181,Withdrawal,56719.97,2025-03-07 03:41:57,Success
T05675,C0367,Transfer,84851.62,2024-07-05 18:49:58,Failed
T05676,C0075,Withdrawal,76153.78,2024-11-11 20:01:56,Success
T05677,C0105,Withdrawal,99328.78,2024-12-07 07:41:16,Success
T05678,C0293,Purchase,44416.85,2024-07-07 20:58:03,Success
T05679,C0216,Transfer,24879.37,2024-11-22 12:53:51,Success
T05680,C0012,Withdrawal,47952.63,2025-01-29 19:23:52,Success
T05681,C0268,Purchase,99054.63,2024-10-27 07:21:56,Success
T05682,C0054,Online Fraud,28262.87,2024-09-15 11:53:53,Failed
T05683,C0285,Deposit,97699.11,2024-07-12 15:32:40,Success
T05684,C0046,Deposit,33890.62,2024-06-24 10:46:14,Success
T05685,C0338,Deposit,8507.8,2024-08-29 00:40:36,Success
T05686,C0142,Deposit,38870.92,2024-07-27 11:01:45,Success
T05687,C0053,Purchase,77682.58,2024-10-21 20:57:36,Success
T05688,C0224,Deposit,14531.94,2024-08-09 13:12:00,Success
T05689,C0287,Transfer,27714.4,2025-04-22 20:28:42,Success
T05690,C0331,Deposit,27753.38,2024-07-12 18:11:42,Success
T05691,C0336,Deposit,15790.56,2024-11-10 03:58:56,Failed
T05692,C0485,Online Fraud,83070.12,2024-09-23 08:27:23,Failed
T05693,C0318,Purchase,40099.7,2024-11-23 00:28:45,Success
T05694,C0170,Deposit,14600.73,2024-11-24 06:48:47,Success
T05695,C0270,Withdrawal,2177.07,2024-11-30 21:10:52,Success
T05696,C0332,Deposit,30961.41,2025-05-05 20:18:23,Success
T05697,C0188,Deposit,35888.71,2024-09-30 18:53:28,Failed
T05698,C0282,Withdrawal,79354.84,2024-07-10 07:25:07,Success
T05699,C0495,Purchase,7506.75,2024-11-03 21:01:08,Failed
T05700,C0240,Deposit,2132.64,2024-08-01 08:53:18,Success
T05701,C0311,Purchase,94436.11,2025-01-28 22:24:21,Success
T05702,C0483,Deposit,25706.59,2024-12-31 21:59:45,Success
T05703,C0300,Withdrawal,45986.77,2025-04-07 14:45:15,Success
T05704,C0088,Withdrawal,14479.42,2024-06-01 08:31:54,Failed
T05705,C0025,Transfer,23136.23,2024-09-09 09:43:38,Success
T05706,C0319,Deposit,61824.31,2024-08-15 05:16:39,Success
T05707,C0332,Deposit,86526.82,2025-05-16 23:30:25,Failed
T05708,C0193,Withdrawal,2666.67,2024-06-09 06:12:25,Success
T05709,C0060,Transfer,80241.02,2024-08-18 14:34:04,Success
T05710,C0303,Deposit,87152.25,2024-11-13 04:35:03,Success
T05711,C0214,Deposit,19495.47,2024-06-01 12:44:02,Success
T05712,C0346,Transfer,92869.27,2024-11-05 15:34:28,Success
T05713,C0116,Withdrawal,54849.05,2024-11-10 22:39:15,Success
T05714,C0059,Withdrawal,36315.43,2025-04-14 17:12:28,Success
T05715,C0123,Deposit,66161.73,2025-03-06 10:47:12,Success
T05716,C0042,Transfer,23503.03,2024-11-13 00:18:06,Success
T05717,C0143,Withdrawal,75007.14,2025-03-28 06:53:15,Failed
T05718,C0146,Withdrawal,7634.74,2025-05-02 23:16:46,Success
T05719,C0479,Purchase,38370.15,2024-11-15 16:36:34,Success
T05720,C0131,Withdrawal,56395.08,2025-03-11 16:34:24,Failed
T05721,C0119,Deposit,25702.08,2024-08-01 04:02:49,Success
T05722,C0331,Purchase,75723.4,2024-09-17 04:22:24,Success
T05723,C0061,Deposit,9835.8,2024-10-28 23:20:16,Success
T05724,C0370,Purchase,33920.0,2024-12-05 20:27:11,Success
T05725,C0231,Purchase,30614.99,2024-11-17 05:26:07,Success
T05726,C0265,Purchase,63003.86,2025-05-12 00:04:43,Success
T05727,C0339,Purchase,6495.58,2024-10-06 01:40:58,Failed
T05728,C0093,Withdrawal,86318.72,2024-08-31 18:53:34,Success
T05729,C0320,Deposit,40396.74,2024-08-19 20:54:28,Success
T05730,C0470,Withdrawal,73147.93,2024-09-22 09:28:34,Success
T05731,C0198,Purchase,92160.49,2024-07-14 06:34:49,Success
T05732,C0344,Deposit,67726.47,2025-05-01 05:00:50,Success
T05733,C0204,Deposit,42990.93,2025-02-28 19:43:48,Success
T05734,C0322,Deposit,12731.54,2025-02-25 10:34:14,Success
T05735,C0172,Withdrawal,89372.58,2024-06-04 19:55:06,Success
T05736,C0242,Deposit,1548.27,2025-04-11 21:52:39,Success
T05737,C0410,Purchase,11352.47,2025-02-13 08:29:25,Success
T05738,C0301,Withdrawal,42903.17,2025-03-13 17:29:20,Success
T05739,C0498,Transfer,24831.14,2025-03-16 01:21:32,Success
T05740,C0438,Withdrawal,90313.94,2024-12-24 05:32:58,Success
T05741,C0435,Transfer,15028.53,2025-02-05 21:59:06,Success
T05742,C0492,Deposit,13354.18,2024-07-15 21:09:53,Failed
T05743,C0427,Purchase,3547.21,2024-08-27 23:45:43,Success
T05744,C0367,Deposit,22270.18,2024-08-16 08:44:11,Success
T05745,C0321,Purchase,44023.44,2025-01-21 07:20:06,Success
T05746,C0186,Purchase,15649.88,2024-10-24 11:07:34,Success
T05747,C0035,Withdrawal,64407.21,2024-06-18 20:15:02,Success
T05748,C0083,Purchase,10174.74,2024-12-18 12:50:48,Success
T05749,C0242,Withdrawal,5122.98,2024-08-24 11:00:15,Success
T05750,C0051,Withdrawal,8961.59,2024-09-22 00:03:23,Success
T05751,C0324,Withdrawal,46782.01,2025-01-18 14:54:13,Success
T05752,C0375,Deposit,63536.87,2025-01-05 14:02:38,Failed
T05753,C0468,Deposit,89315.65,2025-05-07 21:41:19,Success
T05754,C0470,Withdrawal,38423.47,2024-09-19 04:23:27,Success
T05755,C0464,Deposit,99243.92,2024-07-02 13:15:06,Success
T05756,C0260,Purchase,24412.31,2025-04-09 23:25:28,Success
T05757,C0307,Purchase,61920.7,2024-10-13 15:59:22,Success
T05758,C0291,Withdrawal,72117.51,2024-05-30 16:18:51,Success
T05759,C0062,Deposit,10078.52,2024-09-13 02:09:13,Success
T05760,C0261,Withdrawal,80825.36,2024-10-05 19:13:17,Success
T05761,C0189,Withdrawal,72783.88,2024-12-03 00:04:09,Success
T05762,C0331,Transfer,65355.69,2025-03-30 13:49:27,Success
T05763,C0487,Deposit,46101.33,2025-03-15 10:28:47,Success
T05764,C0256,Withdrawal,98795.75,2025-03-18 07:01:26,Success
T05765,C0063,Purchase,90234.11,2024-06-02 09:21:29,Success
T05766,C0182,Deposit,94854.24,2025-03-12 16:24:50,Success
T05767,C0349,Deposit,39729.61,2024-11-01 20:59:53,Success
T05768,C0279,Withdrawal,52647.11,2024-06-12 12:43:45,Success
T05769,C0285,Deposit,50806.39,2024-12-29 13:24:04,Success
T05770,C0075,Transfer,18909.31,2025-01-24 03:02:35,Success
T05771,C0275,Deposit,67115.83,2025-03-18 11:01:17,Success
T05772,C0131,Deposit,76086.9,2024-06-10 05:45:40,Success
T05773,C0287,Withdrawal,39544.19,2025-03-15 16:32:36,Success
T05774,C0031,Purchase,79203.79,2024-10-03 00:41:56,Success
T05775,C0388,Deposit,63645.65,2024-12-13 20:54:21,Success
T05776,C0377,Deposit,28680.11,2024-10-22 02:27:54,Success
T05777,C0183,Withdrawal,94167.27,2024-09-22 06:10:53,Success
T05778,C0159,Withdrawal,29911.48,2024-12-02 03:51:39,Success
T05779,C0243,Purchase,86011.81,2025-03-15 10:05:08,Failed
T05780,C0442,Purchase,25151.77,2024-09-17 22:26:13,Success
T05781,C0267,Deposit,52717.16,2024-10-03 23:29:41,Success
T05782,C0229,Withdrawal,42442.43,2024-11-11 07:55:43,Success
T05783,C0087,Deposit,84672.99,2025-03-08 09:05:35,Success
T05784,C0297,Withdrawal,59415.62,2024-10-08 16:07:45,Success
T05785,C0010,Deposit,51598.19,2025-04-16 15:25:22,Success
T05786,C0209,Deposit,29166.79,2024-08-28 03:21:38,Success
T05787,C0182,Deposit,82337.04,2025-03-24 15:28:57,Success
T05788,C0252,Deposit,74013.9,2025-01-02 04:30:18,Failed
T05789,C0490,Deposit,85989.67,2024-11-19 17:18:47,Failed
T05790,C0153,Deposit,32336.0,2024-06-08 13:22:42,Success
T05791,C0409,Deposit,15785.25,2025-01-25 10:40:22,Success
T05792,C0141,Withdrawal,640.99,2024-09-01 06:21:38,Success
T05793,C0122,Deposit,55592.69,2025-01-08 23:02:48,Success
T05794,C0450,Online Fraud,7293.41,2025-04-08 19:09:11,Failed
T05795,C0389,Withdrawal,52569.63,2025-01-29 02:18:14,Failed
T05796,C0328,Withdrawal,28867.24,2024-06-14 16:58:46,Success
T05797,C0452,Purchase,83646.4,2025-03-22 16:01:52,Success
T05798,C0334,Deposit,33390.08,2025-05-03 20:49:25,Success
T05799,C0420,Deposit,87522.83,2024-08-22 10:59:28,Success
T05800,C0024,Purchase,48787.28,2025-01-08 07:51:40,Success
T05801,C0193,Deposit,78277.88,2025-03-09 19:57:37,Success
T05802,C0031,Purchase,17454.86,2024-09-04 09:55:56,Success
T05803,C0226,Purchase,61488.45,2025-03-10 05:54:24,Success
T05804,C0073,Deposit,21025.52,2024-11-19 01:14:59,Success
T05805,C0289,Deposit,52463.56,2024-10-14 12:00:47,Success
T05806,C0409,Online Fraud,88311.29,2025-04-26 01:56:24,Failed
T05807,C0086,Purchase,16722.28,2024-12-05 19:21:24,Success
T05808,C0481,Purchase,72661.79,2024-12-05 23:21:28,Success
T05809,C0373,Deposit,35300.4,2024-12-29 19:14:20,Success
T05810,C0409,Deposit,42778.69,2024-12-23 05:56:50,Success
T05811,C0408,Deposit,94541.5,2024-08-15 02:02:55,Failed
T05812,C0020,Transfer,62996.19,2024-09-17 18:14:08,Success
T05813,C0296,Deposit,85791.11,2024-06-13 18:58:16,Success
T05814,C0396,Transfer,51870.0,2024-09-25 02:00:58,Success
T05815,C0363,Deposit,80836.2,2024-07-14 05:13:07,Success
T05816,C0183,Deposit,49208.07,2024-11-02 12:11:26,Success
T05817,C0316,Withdrawal,87992.42,2024-09-07 17:17:41,Success
T05818,C0447,Deposit,20553.96,2024-09-04 06:04:13,Success
T05819,C0120,Purchase,96927.13,2024-10-22 15:09:45,Success
T05820,C0113,Deposit,19071.1,2024-08-08 08:05:24,Success
T05821,C0131,Deposit,57945.46,2024-07-26 08:50:13,Success
T05822,C0463,Online Fraud,59859.35,2025-05-05 15:17:12,Failed
T05823,C0109,Deposit,83790.52,2025-01-21 21:47:39,Success
T05824,C0344,Transfer,58170.61,2024-12-12 01:19:04,Success
T05825,C0455,Deposit,51043.96,2024-12-20 18:23:55,Success
T05826,C0195,Deposit,85709.14,2025-05-11 07:46:33,Success
T05827,C0320,Transfer,98396.96,2024-10-14 06:26:38,Success
T05828,C0041,Deposit,5109.2,2025-04-07 14:23:49,Success
T05829,C0330,Withdrawal,13299.06,2025-02-03 11:42:06,Success
T05830,C0413,Transfer,10400.54,2025-02-21 11:41:45,Success
T05831,C0490,Deposit,77585.13,2025-02-08 04:57:38,Success
T05832,C0136,Deposit,46725.26,2024-11-28 03:45:29,Failed
T05833,C0213,Deposit,37438.71,2024-12-06 12:42:50,Success
T05834,C0171,Withdrawal,44390.88,2024-10-23 19:29:03,Success
T05835,C0056,Withdrawal,4484.07,2025-04-11 21:34:05,Success
T05836,C0146,Deposit,22996.51,2024-10-28 15:35:46,Success
T05837,C0241,Withdrawal,34665.62,2024-07-18 14:54:02,Success
T05838,C0150,Withdrawal,13061.97,2024-06-05 16:06:08,Success
T05839,C0152,Withdrawal,6418.53,2025-01-05 12:32:12,Success
T05840,C0446,Transfer,54284.82,2024-09-06 08:10:08,Success
T05841,C0204,Deposit,74951.64,2024-10-04 05:03:47,Failed
T05842,C0361,Withdrawal,5549.27,2024-09-27 23:57:16,Success
T05843,C0168,Purchase,54872.44,2024-09-13 12:16:26,Success
T05844,C0486,Deposit,81558.03,2025-01-24 17:19:29,Success
T05845,C0118,Purchase,46167.02,2025-03-16 21:01:11,Success
T05846,C0401,Withdrawal,55504.96,2025-01-11 22:56:14,Failed
T05847,C0114,Withdrawal,49847.51,2025-01-02 02:59:23,Success
T05848,C0230,Purchase,80437.07,2024-11-17 18:30:13,Failed
T05849,C0242,Deposit,84358.96,2025-04-24 05:17:29,Success
T05850,C0172,Transfer,99419.01,2024-10-21 16:54:21,Success
T05851,C0357,Withdrawal,61703.8,2025-02-21 08:41:32,Success
T05852,C0460,Deposit,74616.49,2024-11-23 11:33:47,Success
T05853,C0102,Purchase,93267.49,2024-11-13 16:20:00,Success
T05854,C0292,Online Fraud,25862.8,2024-11-05 09:59:24,Failed
T05855,C0315,Online Fraud,48347.19,2025-05-01 21:11:26,Failed
T05856,C0224,Transfer,27716.45,2025-03-06 14:34:25,Success
T05857,C0348,Deposit,11321.95,2024-12-09 09:24:07,Success
T05858,C0454,Withdrawal,75670.08,2025-01-08 00:23:32,Success
T05859,C0449,Deposit,59124.73,2024-09-08 16:31:00,Success
T05860,C0408,Online Fraud,90135.67,2024-07-26 01:06:39,Failed
T05861,C0138,Deposit,54835.6,2024-05-26 04:23:09,Success
T05862,C0429,Deposit,52190.7,2024-07-27 11:10:11,Success
T05863,C0074,Withdrawal,23849.52,2024-12-16 18:50:34,Success
T05864,C0182,Deposit,79843.46,2024-07-16 23:26:13,Success
T05865,C0035,Withdrawal,71625.15,2024-12-04 01:23:56,Failed
T05866,C0321,Deposit,76270.22,2024-12-29 03:42:44,Success
T05867,C0111,Deposit,68411.77,2024-09-24 16:32:36,Success
T05868,C0173,Transfer,51740.69,2025-05-06 23:48:15,Success
T05869,C0498,Online Fraud,1552.13,2025-03-12 07:45:39,Failed
T05870,C0141,Deposit,67308.59,2024-12-12 10:11:14,Success
T05871,C0109,Deposit,91896.43,2025-01-25 22:50:39,Success
T05872,C0018,Purchase,2888.61,2024-08-08 19:36:56,Success
T05873,C0481,Online Fraud,16557.55,2025-01-02 21:41:43,Failed
